   1 UMi  1 UMi alp                        370*
   2 UMi  2 UMi del                       5780
   3 UMi  3 UMi eps                       5393
   4 UMi  4 UMi zet                       5019
   5 UMi  5 UMi eta                       5206
   6 UMi  6 UMi bet                       4725*
   7 UMi  7 UMi gam                       4872*
   8 UMi~ 1           UMi   5             4611
   9 UMa  1 UMa omi                       2865
  10 UMa  2 UMa A                         2890
  11 UMa  3 UMa pi  2                     2926
  12 UMa  4 UMa rho                       3072
  13 UMa  5 UMa sig 2                     3104*
  14 UMa  6 UMa d                         3234
  15 UMa  7 UMa tau                       3109
  16 UMa  8 UMa h                         3219*
  17 UMa  9 UMa ups                       3331
  18 UMa 10 UMa phi                       3336*
  19 UMa 11 UMa the                       3237
  20 UMa 12 UMa iot                       3066*
  21 UMa 13 UMa kap                       3086
  22 UMa 14 UMa e                         3138
  23 UMa 15 UMa f                         3105
  24 UMa 16 UMa alp                       3675*
  25 UMa 17 UMa bet                       3669*
  26 UMa 18 UMa del                       3971*
  27 UMa 19 UMa gam                       3885*
  28 UMa 20 UMa lam                       3445
  29 UMa 21 UMa mu                        3477
  30 UMa 22 UMa psi                       3705
  31 UMa 23 UMa nu                        3736*
  32 UMa 24 UMa xi                        3735*
  33 UMa 25 UMa eps                       4173*
  34 UMa 26 UMa zet                       4297*
  35 UMa 27 UMa eta                       4409*
  36 UMa~ 1 CVn alp                       4180*
  37 UMa~ 2           CVn   8             4076
  38 UMa~ 3           Lyn  40             3176
  39 UMa~ 4           Lyn  38             3163
  40 UMa~ 5           LMi  11             3269
  41 UMa~ 6           LMi   8             3230
  42 UMa~ 7           LMi  10             3255
  43 UMa~ 8           Lyn  31             2821
  44 Dra  1 Dra mu                        5431*
  45 Dra  2 Dra nu                        5584*
  46 Dra  3 Dra bet                       5567
  47 Dra  4 Dra xi                        5700
  48 Dra  5 Dra gam                       5714*
  49 Dra  6 Dra b                         5901*
  50 Dra  7 Dra c                         5999
  51 Dra  8 Dra d                         5939
  52 Dra  9 Dra omi                       6065*
  53 Dra 10 Dra pi                        6271
  54 Dra 11 Dra del                       6223
  55 Dra 12 Dra eps                       6434*
  56 Dra 13 Dra rho                       6525
  57 Dra 14 Dra sig                       6340
  58 Dra 15 Dra ups                       6116
  59 Dra 16 Dra tau                       6257
  60 Dra 17 Dra psi                       5654*
  61 Dra 18 Dra chi                       5904
  62 Dra 19 Dra phi                       5898*
  63 Dra 20 Dra f                         5592
  64 Dra 21 Dra ome                       5623
  65 Dra 22 Dra g                         5310
  66 Dra 23 Dra h                         5388
  67 Dra 24 Dra zet                       5450
  68 Dra 25 Dra eta                       5221*
  69 Dra 26 Dra the                       5091
  70 Dra 27 Dra iot                       4880
  71 Dra 28 Dra i                         4433
  72 Dra 29 Dra alp                       4493
  73 Dra 30 Dra kap                       4078
  74 Dra 31 Dra lam                       3782
  75 Cep  1 Cep kap                       6578*
  76 Cep  2 Cep gam                       7676
  77 Cep  3 Cep bet                       7014*
  78 Cep  4 Cep alp                       6945*
  79 Cep  5 Cep eta                       6754
  80 Cep  6 Cep the                       6660
  81 Cep  7 Cep xi                        7182*
  82 Cep  8 Cep iot                       7430
  83 Cep  9 Cep eps                       7252
  84 Cep 10 Cep zet                       7225
  85 Cep 11 Cep lam                       7229
  86 Cep~ 1 Cep mu                        7085*
  87 Cep~ 2 Cep del                       7324*
  88 Boo  1 Boo kap                       4526*
  89 Boo  2 Boo iot                       4544*
  90 Boo  3 Boo the                       4590
  91 Boo  4 Boo lam                       4543
  92 Boo  5 Boo gam                       4614
  93 Boo  6 Boo bet                       4760*
  94 Boo  7 Boo del                       4825*
  95 Boo  8 Boo mu                        4869*
  96 Boo  9 Boo nu                        4898
  97 Boo 10 Boo chi                       4820
  98 Boo 11*
  99 Boo 12 Boo c                         4784
 100 Boo 13 Boo psi                       4768
 101 Boo 14 Boo b                         4788
 102 Boo 15 Boo ome                       4758
 103 Boo 16 Boo eps                       4673
 104 Boo 17 Boo sig                       4625
 105 Boo 18 Boo rho                       4610
 106 Boo 19 Boo zet                       4648*
 107 Boo 20 Boo eta                       4441*
 108 Boo 21 Boo tau                       4401
 109 Boo 22 Boo ups                       4415
 110 Boo~ 1 Boo alp                       4534*
 111 CrB  1 CrB alp                       4920*
 112 CrB  2 CrB bet                       4884*
 113 CrB  3 CrB the                       4908
 114 CrB  4 CrB pi                        4970
 115 CrB  5 CrB gam                       4966*
 116 CrB  6 CrB del                       5004
 117 CrB  7 CrB eps                       5056
 118 CrB  8 CrB iot                       5078
 119 Her  1 Her alp                       5460*
 120 Her  2 Her bet                       5239*
 121 Her  3 Her gam                       5189*
 122 Her  4 Her kap                       5111*
 123 Her  5 Her del                       5462*
 124 Her  6 Her lam                       5561*
 125 Her  7 Her mu                        5645*
 126 Her  8 Her omi                       5770
 127 Her  9 Her nu                        5716
 128 Her 10 Her xi                        5710
 129 Her 11 Her zet                       5298*
 130 Her 12 Her eps                       5394
 131 Her 13 Her d                         5401
 132 Her 14 Her c                         5436
 133 Her 15 Her pi                        5471
 134 Her 16 Her e                         5486
 135 Her 17 Her rho                       5528*
 136 Her 18 Her the                       5705
 137 Her 19 Her iot                       5613
 138 Her 20 Her x                         5549
 139 Her 21 Her y                         5601
 140 Her 22 Her z                         5687
 141 Her 23 Her eta                       5307
 142 Her 24 Her sig                       5258
 143 Her 25 Her tau                       5185
 144 Her 26 Her phi                       5125
 145 Her 27 Her ups                       5090
 146 Her 28 Her chi                       5029
 147 Her 29 Boo nu                        4898
 148 Her~ 1 Her ome                       5207*
 149 Lyr  1 Lyr alp                       5961*
 150 Lyr  2 Lyr eps                       6001*
 151 Lyr  3 Lyr zet                       6005*
 152 Lyr  4 Lyr del                       6078
 153 Lyr  5 Lyr eta                       6211*
 154 Lyr  6 Lyr the                       6226
 155 Lyr  7 Lyr bet                       6046*
 156 Lyr  8 Lyr nu                        6042
 157 Lyr  9 Lyr gam                       6112*
 158 Lyr 10 Lyr lam                       6123
 159 Cyg  1 Cyg bet                       6308*
 160 Cyg  2 Cyg phi                       6352
 161 Cyg  3 Cyg eta                       6463
 162 Cyg  4 Cyg gam                       6615
 163 Cyg  5 Cyg alp                       6726*
 164 Cyg  6 Cyg del                       6393*
 165 Cyg  7 Cyg the                       6344
 166 Cyg  8 Cyg iot                       6310
 167 Cyg  9 Cyg kap                       6236
 168 Cyg 10 Cyg eps                       6747
 169 Cyg 11 Cyg lam                       6759*
 170 Cyg 12 Cyg zet                       6899
 171 Cyg 13 Cyg nu                        6816
 172 Cyg 14 Cyg xi                        6868
 173 Cyg 15 Cyg omi 1                     6562
 174 Cyg 16 Cyg omi 2                     6564
 175 Cyg 17 Cyg ome 2                     6662
 176 Cyg~ 1 Cyg tau                       6915*
 177 Cyg~ 2 Cyg sig                       6927
 178 Cas  1 Cas zet                        131
 179 Cas  2 Cas alp                        144*
 180 Cas  3 Cas eta                        191*
 181 Cas  4 Cas gam                        231
 182 Cas  5 Cas del                        353
 183 Cas  6 Cas eps                        480
 184 Cas  7 Cas iot                        637*
 185 Cas  8 Cas mu                         279
 186 Cas  9 Cas the                        302
 187 Cas 10 Cas sig                       7761*
 188 Cas 11 Cas kap                        115
 189 Cas 12 Cas bet                         19
 190 Cas 13 Cas rho                       7739
 191 Per  1 Per h                          602*
 192 Per  2 Per eta                        745*
 193 Per  3 Per gam                        822
 194 Per  4 Per the                        716*
 195 Per  5 Per tau                        763
 196 Per  6 Per iot                        842
 197 Per  7 Per alp                        919*
 198 Per  8 Per sig                        947
 199 Per  9 Per psi                        978
 200 Per 10 Per del                       1006
 201 Per 11 Per kap                        845
 202 Per 12 Per bet                        840*
 203 Per 13 Per ome                        850
 204 Per 14 Per rho                        827*
 205 Per 15 Per pi                         788
 206 Per 16 Per b                         1186
 207 Per 17 Per lam                       1129
 208 Per 18 Per c                         1142
 209 Per 19 Per mu                        1169*
 210 Per 20 Per d                         1209
 211 Per 21 Per e                         1303
 212 Per 22 Per nu                        1019
 213 Per 23 Per eps                       1096*
 214 Per 24 Per xi                        1102
 215 Per 25 Per omi                       1016*
 216 Per 26 Per zet                       1079*
 217 Per~ 1 Per f                         1172
 218 Per~ 2                               1178
 219 Per~ 3           Per  16              750
 220 Aur  1 Aur del                       1821
 221 Aur  2 Aur xi                        1785
 222 Aur  3 Aur alp                       1518*
 223 Aur  4 Aur bet                       1831
 224 Aur  5 Aur nu                        1773
 225 Aur  6 Aur the                       1837*
 226 Aur  7 Aur eps                       1435*
 227 Aur  8 Aur eta                       1461
 228 Aur  9 Aur zet                       1440
 229 Aur 10 Aur iot                       1409
 230 Aur 11 Aur gam                       1589*
 231 Aur 12 Aur chi                       1629
 232 Aur 13 Aur phi                       1600
 233 Aur 14           Aur   2             1387
 234 Oph  1 Oph alp                       5585*
 235 Oph  2 Oph bet                       5627
 236 Oph  3 Oph gam                       5649
 237 Oph  4 Oph iot                       5357
 238 Oph  5 Oph kap                       5374
 239 Oph  6 Oph lam                       5238*
 240 Oph  7 Oph del                       5153*
 241 Oph  8 Oph eps                       5169
 242 Oph  9 Oph mu                        5594
 243 Oph 10 Oph nu                        5707
 244 Oph 11 Oph tau                       5737*
 245 Oph 12 Oph eta                       5438*
 246 Oph 13 Oph xi                        5491
 247 Oph 14 Oph A                         5455*
 248 Oph 15 Oph the                       5499
 249 Oph 16 Oph b                         5529
 250 Oph 17           Oph  51             5556
 251 Oph 18           Oph  58             5618
 252 Oph 19 Oph zet                       5265
 253 Oph 20 Oph phi                       5237
 254 Oph 21 Oph chi                       5208
 255 Oph 22 Oph psi                       5197
 256 Oph 23 Oph ome                       5242
 257 Oph 24 Oph rho                       5203*
 258 Oph~ 1           Oph  66             5721
 259 Oph~ 2           Oph  67             5724*
 260 Oph~ 3           Oph  68             5730*
 261 Oph~ 4           Oph  70             5752*
 262 Oph~ 5           Oph  72             5767
 263 Ser  1 Ser iot                       4960
 264 Ser  2 Ser rho                       5014
 265 Ser  3 Ser gam                       5045
 266 Ser  4 Ser bet                       4984*
 267 Ser  5 Ser kap                       4995
 268 Ser  6 Ser pi                        5081
 269 Ser  7 Ser del                       4918*
 270 Ser  8 Ser lam                       4985
 271 Ser  9 Ser alp                       4969
 272 Ser 10 Ser eps                       5007
 273 Ser 11 Ser mu                        4996
 274 Ser 12 Oph ups                       5217
 275 Ser 13 Ser nu                        5493*
 276 Ser 14 Ser xi                        5588
 277 Ser 15 Ser omi                       5606
 278 Ser 16 Ser zet                       5719
 279 Ser 17 Ser eta                       5854
 280 Ser 18 Ser the                       6081*
 281 Sge  1 Sge gam                       6481
 282 Sge  2 Sge zet                       6407*
 283 Sge  3 Sge del                       6400
 284 Sge  4 Sge alp                       6354
 285 Sge  5 Sge bet                       6360
 286 Aql  1 Aql tau                       6512
 287 Aql  2 Aql bet                       6451*
 288 Aql  3 Aql alp                       6411*
 289 Aql  4 Aql omi                       6415
 290 Aql  5 Aql gam                       6390*
 291 Aql  6 Aql phi                       6458
 292 Aql  7 Aql mu                        6317
 293 Aql  8 Aql sig                       6349
 294 Aql  9 Aql zet                       6155*
 295 Aql~ 1 Aql eta                       6423*
 296 Aql~ 2 Aql the                       6546
 297 Aql~ 3 Aql del                       6275
 298 Aql~ 4 Aql iot                       6331
 299 Aql~ 5 Aql kap                       6330
 300 Aql~ 6 Aql lam                       6156
 301 Del  1 Del eps                       6664
 302 Del  2 Del iot                       6689
 303 Del  3 Del kap                       6703
 304 Del  4 Del bet                       6688*
 305 Del  5 Del alp                       6713
 306 Del  6 Del del                       6729
 307 Del  7 Del gam                       6746*
 308 Del  8 Del eta                       6670
 309 Del  9 Del zet                       6678
 310 Del 10 Del the                       6695
 311 Equ  1 Equ alp                       6916
 312 Equ  2 Equ bet                       6958
 313 Equ  3 Equ gam                       6886*
 314 Equ  4 Equ del                       6908*
 315 Peg  1 And alp                         14*
 316 Peg  2 Peg gam                         34
 317 Peg  3 Peg bet                       7499*
 318 Peg  4 Peg alp                       7503*
 319 Peg  5 Peg tau                       7588
 320 Peg  6 Peg ups                       7610
 321 Peg  7 Peg eta                       7393
